title,author,author_bio,writing_location,nationality,active_city,lat,lon,year,field,summary,tags
Eudocia's Cento and Hymns 欧多西亚的集句诗与赞美诗,Aelia Eudocia 埃利娅·欧多西亚,"拜占庭皇后、希腊女诗人(约401-460),雅典哲学教师之女,本名Athenais,嫁给皇帝Theodosius二世后改名Eudocia受洗为基督徒。她精通希腊文学与哲学,以荷马诗句重组写成长篇基督教史诗,晚年定居耶路撒冷写作宗教诗与圣徒传。",Jerusalem,Byzantine Empire 拜占庭帝国,Constantinople 君士坦丁堡,31.7686,35.214,440,诗歌/史诗,"欧多西亚以荷马诗句重组写成基督教史诗《荷马集句诗》:从创世到耶稣复活的圣经故事完全用《伊利亚特》《奥德赛》的现成诗行拼合而成。她还创作了Octateuch(摩西五经及随后三卷的诗化改写)、为殉教者Cyprian写的史诗传记、以及多首赞美诗。她的拜占庭式希腊语兼具古典与基督教传统,代表罗马帝国晚期与拜占庭早期希腊语文学的过渡。她因宫廷阴谋被驱逐到耶路撒冷后,在那里资助大量教堂建设并写作至终。她是拜占庭帝国早期最重要的女性文人,展示了女性如何借由皇室与宗教权威成为公共文学声音。",古典时代; 拜占庭; 诗歌; 史诗; 宫廷女性; 流亡
Pulcheria's Theological Letters 普尔克里娅神学书信,Pulcheria 普尔克里娅,"拜占庭帝国皇后(399-453),Theodosius二世之姐,Marcian之妻。15岁起立誓守贞,以姐姐身份摄政幼弟,直接管理东罗马帝国数十年。她在451年Chalcedon大公会议中扮演决定性角色,与教皇Leo一世通信,促成基督一性论的官方定义。",Constantinople,Byzantine Empire 拜占庭帝国,Constantinople 君士坦丁堡,41.0086,28.9788,450,神学/书信,"普尔克里娅与教皇Leo一世、Marcian皇帝、君士坦丁堡牧首之间留下的拉丁文与希腊文书信(保存于Acta Conciliorum Oecumenicorum)是5世纪基督教神学正统化最重要的文献之一。她在书信中以基督教皇室成员的姿态,坚持反对Eutyches的基督单一性论(认为基督只有神性,人性被吞没),支持Leo一世的Tome——后者最终在451年Chalcedon大公会议中成为基督教正统的两性合一神学。她还在书信中安排会议地点、调动主教、调解政治。她以一名女皇室成员的身份直接干预教义辩论与教会会议——在男性主导的神学场域中以书信与政令塑造基督教历史。她代表早期基督教中皇室女性如何以信仰、政治、文字三位一体的方式介入帝国宗教史。",古典时代; 拜占庭; 神学; 书信; 宫廷女性; 苦修
Anicia Juliana's Dedicatory Verses 阿尼西娅·尤利安娜献辞,Anicia Juliana 阿尼西娅·尤利安娜,"拜占庭帝国贵妇与赞助者(462-528),罗马帝国西部最后皇帝家系后裔,君士坦丁堡顶级贵族。她以财富与品味赞助了大量教堂建筑、抄本制作与艺术品,最著名的成就是522年完成的圣Polyeuktos教堂——直到圣索菲亚大教堂建成之前规模最大的拜占庭教堂。",Constantinople,Byzantine Empire 拜占庭帝国,Constantinople 君士坦丁堡,41.009,28.9792,525,诗歌/赞助,"阿尼西娅·尤利安娜为她所建的圣Polyeuktos教堂(位于今伊斯坦布尔)在内壁刻下76行希腊语六步格诗,赞美自己作为基督教皇室后裔的家系、并将这座建筑献给上帝。这首铭体诗收录于10世纪《希腊诗选》,被视为她署名(或亲自委托并署名)的作品。她还赞助制作Vienna Dioscurides——512年的医药百科抄本,是世界上现存最早、最豪华的彩色插图植物学手稿之一,扉页有她的肖像。她以贵族女性的身份将巨额财富转化为文化生产——建筑、文学、学术、宗教——直接为查士丁尼时代的拜占庭帝国塑造视觉与文学景观。她代表罗马帝国西部覆灭后,东方女性贵族如何通过赞助延续古典文明。",中世纪早期; 拜占庭; 诗歌; 文化赞助
Eucheria's Riddle Poem 厄乌科里亚的反讽诗,Eucheria 厄乌科里亚,"公元6世纪西罗马灭亡后高卢地区拉丁女诗人(约fl.500-550),很可能为高卢贵族家庭出身。流传至今的唯一作品是一首32行的拉丁挽歌格双行诗,以反讽对比的修辞拒绝一位低于其阶层的男子的求婚。",Gaul,Frankish Gaul 法兰克高卢,Gaul 高卢,45.764,4.8357,530,诗歌/讽刺诗,"厄乌科里亚的诗以连续的反讽对比开篇:让纯金与铅相结合,让宝石与陶瓦同烧,让丝绸披裹兽皮,让公主下嫁奴隶,让燕子与鹰交配,让东方与西方融合……每一句都列出两种本不相称的事物,以此映射她拒绝一位不般配的求婚者。诗的结构精巧、机锋锐利,展现西罗马帝国崩溃后高卢-罗马贵族女性仍掌握高超拉丁修辞的事实。在Romanitas(罗马性)正在被法兰克部落改写的6世纪,她以诗作捍卫古典阶级与文学的优越。这首短诗保存于一部Salian手抄本中,是中世纪早期西欧女性书写最完整的稀有遗存,展现 罗马遗民 女性的另类政治声音。",中世纪早期; 中世纪欧洲; 诗歌; 讽刺诗; 宫廷女性; 哀悼
Empress Theodora's Letters and Edicts 西奥多拉皇后书信与敕令,Theodora 西奥多拉,"拜占庭帝国皇后(约500-548),查士丁尼一世之妻,共同统治拜占庭帝国二十多年。出身底层(父亲为竞技场驯熊师,自己曾为演员/妓女),凭智慧与勇气成为皇后,推动法律改革、女性权利保护、修道院建设。",Constantinople,Byzantine Empire 拜占庭帝国,Constantinople 君士坦丁堡,41.0088,28.979,540,政治/敕令,"西奥多拉的书信与敕令多保存于查士丁尼法典中,以及Procopius的史书。532年Nika暴乱中,丈夫查士丁尼欲弃城逃亡,西奥多拉在元老院发表著名演说:皇袍是最美的裹尸布——意为宁死不退。这次演说挽救了王朝。她随后推动一系列保护妇女的法律:严惩强奸罪、保护妓女与卖入色情业的女童(她亲自建立修道院收容Constantinople妓女)、保障离婚后妇女的财产权、确认妻子有权继承丈夫遗产。她还在反基督一性论的Chalcedon正统中保留了一性论派的庇护空间。她的政治声音通过法律条文与历史记录传世,体现拜占庭帝国最有权势女性如何以皇后身份重塑帝国法律与社会。Procopius在《秘史》中以矛盾笔触描绘她,本身就是她影响力的反证。",中世纪早期; 拜占庭; 政治; 敕令; 宫廷女性; 婚姻
Karaikkal Ammaiyar's Tamil Bhakti Hymns 卡赖卡尔·阿玛雅尔的湿婆颂,Karaikkal Ammaiyar 卡赖卡尔·阿玛雅尔,"公元6世纪南印度泰米尔女诗人圣徒,Nayanar六十三圣徒之一(也是其中三位女性之一)。生于Karaikkal的富家女Punithavathi,因展示湿婆神迹被丈夫抛弃,自愿求湿婆将她变为饿鬼形象以专心修行。终身漫游南印度,留下4首泰米尔语长诗。","Karaikkal / Tiruvalangadu, Tamil Nadu",Pallava India 帕拉瓦印度,Karaikkal 卡赖卡尔,10.9254,79.838,570,诗歌/宗教,"卡赖卡尔·阿玛雅尔留下四部泰米尔语作品:Arputat Tiruvantati(120首antati体诗节,赞美湿婆的奇迹)、Tiru Irattai Manimalai(20首双联诗)、以及两部Tiruvalangattu Mutta Tiruppadigam(各11首,描绘湿婆在Tiruvalangadu火葬场的舞蹈)。后两部以惊人意象描述湿婆在尸骸与白骨堆中跳起宇宙之舞——她以一个自愿成为饿鬼形象的女信徒视角,凝视并参与这一舞蹈。她的诗篇是泰米尔Shaiva Bhakti文学最早的杰作,先于著名男性圣徒Sambandar、Appar、Sundarar两个世纪。她突破了Bhakti诗中女性多以新娘对神之渴望出现的模式,以剥离女性身体、化身鬼形的姿态,将自我献给舞蹈中的湿婆。她是印度教Bhakti诗歌中最早的女性圣徒,也是世界宗教文学中以反美、反身体姿态写虔信的最早范例之一。",中世纪早期; 古印度; 诗歌; 宗教; 婚姻; 内在生命
Empress Suiko's Edicts 推古天皇敕令,Empress Suikō 推古天皇,"日本飞鸟时代第一位真正在位的女天皇(554-628),钦明天皇之女,敏达天皇皇后。592年即位,在位36年,与摄政圣德太子共同推动佛教传入、十七条宪法颁布、遣隋使派遣。她是日本史上第一位有实际统治记录的女君主。","Asuka, Yamato",Japan 日本,Asuka 飞鸟,34.4633,135.8202,604,政治/敕令,"推古天皇在位期间(593-628)颁布多项敕令,与摄政圣德太子共同推行的政策包括:604年颁布《十七条宪法》(以以和为贵为开篇的政治伦理纲领,虽然主要起草者为圣德太子,但以推古天皇名义颁布);603年制定冠位十二阶,引入中国式官僚体系;607年首次正式派遣遣隋使(小野妹子等),开启日本与中国的国家级外交关系。她的敕令收录于《日本书纪》。她以女天皇身份主持日本从部族社会向中央集权官僚国家的关键转型,推动佛教成为国家宗教。在中国汉文化与本土神道之间寻找平衡。她代表东亚古代女性君主以公共法令塑造文明走向的最早完整范例,与同时代欧亚大陆其他女性政治家共同标志公元7世纪初女性政治书写的高峰。",中世纪早期; 古代日本; 政治; 敕令; 宫廷女性
Lady Hou's Sui-era Verses 后氏隋代诗,Lady Hou (Hou Furen) 侯夫人,"隋代宫人(约fl.605-617),本姓侯,生于洛阳,因隋炀帝选秀入宫,被冷落终生未受召见。后投井自尽,在身边留下遗诗数首。诗作经唐人辑录传世,是隋代少数留有作品的宫廷女诗人。","Luoyang, Sui China",China 中国,Luoyang 洛阳,34.62,112.4542,615,诗歌,"侯夫人入隋炀帝宫廷,因数十年未得召见,郁郁寡欢,留下《自感诗》《妆成诗》《看梅诗》等数首五言诗。诗中描绘宫中孤居:对镜梳妆为谁?庭中梅花虽美,无人共赏;深秋长夜,听檐外雨声彻夜不眠。最后一首《题宫怨》写完即投井自尽,炀帝闻讯怅然,命厚葬。她的诗以极简、极痛的笔调,记录隋代后宫制度下女性的生命枯萎,是中国宫怨诗传统(始于班婕妤)的中段重要节点,与唐代的薛涛、鱼玄机所代表的转化期形成对比。她在文学史上的位置不在数量,而在以个体悲剧浓缩出一种制度下女性的集体处境。",中世纪早期; 古代中国; 诗歌
Al-Khansa's Elegies 海尔莎挽歌集,Tumadir bint Amr al-Khansa الخنساء,"前伊斯兰-早伊斯兰阿拉伯女诗人(约575-645),生于阿拉伯半岛纳吉德,Sulaym部落贵族之女。她为在部落战争中阵亡的兄弟Sakhr与Mu'awiya写下挽歌,被公认为阿拉伯挽歌(rithā')传统中最杰出的作者。629年与族人觐见穆罕默德,皈依伊斯兰。其Dīwān保存约一千行诗,是阿拉伯前伊斯兰文学传世最完整的女性作品。","Najd, Arabia",Pre-Islamic Arabia 前伊斯兰阿拉伯,Najd 纳吉德,24.7136,46.6753,615,诗歌/挽歌,"海尔莎的挽歌主要哀悼两位在部落血仇中战死的兄弟Mu'awiya与Sakhr。她以纯熟的qasida格律(开篇追忆-旅途意象-主题展开)写出阿拉伯传统中最具情感强度的rithā'(挽歌):兄长是黎明的太阳、部落的支柱、面对客人慷慨大方的酒杯;她不止一次愿意为他换命,不止一次在夜风中误以为听见他归来的马蹄。她的诗在阿拉伯口头竞赛中赢得Nabigha al-Dhubyani等大诗人公开承认其优秀。皈依伊斯兰后,她的四个儿子在Qādisiyya战役中皆战死,据传哈里发欧麦尔写信祝贺她孩子的英勇并赐养老金。海尔莎被视为阿拉伯诗歌史上最伟大的女诗人,其作品塑造阿拉伯挽歌传统的核心规范。",中世纪早期; 阿拉伯; 诗歌; 挽歌; 哀悼; 战争
Princess Nukata's Poems 额田王和歌,Princess Nukata 额田王,"日本飞鸟时代女歌人(约630-690),天皇天智、天武两兄弟先后所宠。日本《万叶集》中署名最早的女性大歌人之一,留下13首长歌与和歌。被誉为日本早期诗歌史上最重要的女性宫廷诗人。","Asuka, Yamato",Japan 日本,Asuka 飞鸟,34.4631,135.82,670,和歌,"额田王是《万叶集》中最早的署名女歌人之一,作品集中于公元7世纪后半叶。最著名一首是关于春秋之争的长歌:被天智天皇问及春山与秋山哪个更美,她以诗作答——春的花树虽多,深谷之中难以采摘;秋的红叶虽美,翻过山去取却令人心疼;权且选秋山吧。这一作品体现了她兼具论辩与抒情的诗才。她也写过关于天皇出行、行宫之夜、思念远人的歌,以及与天智、天武兄弟之间复杂感情关系的暗示性作品。她代表日本宫廷诗在汉化与本土化交融的奈良前夜如何形成,女性歌人在宫廷礼仪与情感表达中所占的重要位置。她是日本诗歌史上最早的真实可考的女作家之一。",中世纪早期; 古代日本; 和歌
Lady K'abel of Wak Inscriptions 瓦克王国卡贝尔王后的铭文,Lady K'abel 卡贝尔,"公元7世纪玛雅Wak(El Perú-Waka')王国女王(约640-700之间),Kaan蛇王朝公主,嫁与Wak王K'inich Bahlam II,被授予Ix Kaloomte'(最高军事统帅)头衔,在672至692年期间为Wak的实际共治君主。2012年她的墓被发现,墓中有刻有她名字的alabaster小罐。","El Perú-Waka', Petén",Maya 玛雅(危地马拉),Waka' 瓦卡,17.35,-90.3833,690,碑铭/政治,"卡贝尔以Kaan(蛇)王朝公主身份嫁入Wak王国,被授予Ix Kaloomte'——玛雅文献中最高的军事统帅头衔,这是极少数授予女性的至尊衔号,使她在丈夫K'inich Bahlam二世身边实际共治。多座Wak石碑(Stela 34等)以她为主角,文字记录她主持仪式、参与战事、接受附庸国的朝贡。她的形象在石碑上比丈夫更为突出,着戴Ix Kaloomte'的军装。2012年华盛顿大学考古队在El Perú主庙金字塔中发现她的墓室,墓中有陶器、玉饰、雕成海螺形的雪花石小罐,罐上刻着她的名字水百合之手与蛇之女主。她的铭文与遗物共同证明:古典玛雅政治史中女性曾以最高军事统治者的身份铭刻于公共纪念碑,这在世界古代史上极为稀少。",中世纪早期; 玛雅(中美洲); 政治; 碑铭; 宫廷女性; 婚姻
Empress Wu Zetian's Edicts 武则天敕令与诗作,Wu Zetian 武则天,"唐代女皇帝(624-705),中国历史上唯一被广泛承认的女皇帝。原为唐太宗才人,后成为高宗皇后,705年高宗去世后实际掌权,690年正式称帝建立武周,统治至705年。她颁布大量敕令、御撰多部典籍、写作诗歌,《全唐诗》收其诗约46首。","Luoyang, Tang/Zhou China",China 中国,Luoyang 洛阳,34.6202,112.4544,695,政治/诗歌,"武则天的写作横跨政治敕令、宗教经文序、御制诗歌。最著名的诗作《如意娘》以一位被冷落的妃子口吻:看朱成碧思纷纷,憔悴支离为忆君——传说她以此诗打动正在感业寺出家的高宗,使其重召她回宫。称帝后她颁布大量诏令,如自创则天文字、改国号为周、改革科举增设殿试;她又赞助佛教典籍翻译,亲撰《大云经疏》以神学论证女主统治的合法性;她为《大方广佛华严经》御制开经偈:无上甚深微妙法,百千万劫难遭遇。今我闻见得受持,愿解如来真实义。这首偈语至今仍是汉传佛教诵读经文前的固定开篇。她的写作展示中国唯一女皇帝如何同时作为政治家、文学家、宗教思想家在公元7-8世纪之交塑造帝国话语。",中世纪早期; 古代中国; 诗歌; 政治; 宫廷女性; 文化赞助
Empress Jito's Poems 持统天皇和歌,Empress Jitō 持统天皇,"日本飞鸟时代女天皇(645-703),天智天皇之女,天武天皇之妻,在丈夫去世后即位为日本第41代天皇(690-697)。统治期间完成第一部成文法律《飞鸟净御原令》,迁都藤原京。《万叶集》收其4首和歌。",Fujiwara-kyō,Japan 日本,Fujiwara-kyō 藤原京,34.504,135.795,695,和歌/政治,"持统天皇在《万叶集》开篇即留下著名一首:春已过去,夏日已至;天香具山,白衣晾晒。短短31音节描绘藤原京附近的香具山在初夏阳光下白色衣物晾晒的场景,被誉为日本和歌史上最早的写景名作之一。这首歌表面是写景,实则蕴含一位女天皇在新都城迁建后,见到子民安居乐业、节令运转无碍的政治满意。她还有悼念亡夫天武天皇、感念先父的和歌。作为日本古代少有的实际执政女天皇之一,她以政治家与诗人双重身份,在飞鸟-奈良过渡期主持了重大律令与都城建设,并在《万叶集》中留下女性君主直接以诗参与公共记忆的稀有范例。",中世纪早期; 古代日本; 和歌; 政治; 宫廷女性; 婚姻
Lady Sak Polop of Naranjo's Inscriptions 萨克·波罗普女王碑文,Lady Sak Polop / Wak Chanjalam Lem 萨克·波罗普,"公元7-8世纪玛雅Naranjo王国王后(约fl.682-741),Dos Pilas王Bajlaj Chan K'awiil之女,嫁给Naranjo王而生子K'ahk' Tiliw Chan Chaak。在丈夫早逝、儿子幼小期间(约682-693)实际统治Naranjo,带领该王国击败多个邻国,自身形象与战利品被铭刻于多座Naranjo石碑。","Naranjo, Petén",Maya 玛雅(危地马拉),Naranjo 纳兰霍,17.05,-89.2333,700,碑铭/政治,"Naranjo第24号石碑(Stela 24)与第29、31号石碑以这位女性为中心人物,记录她在儿子K'ahk' Tiliw Chan Chaak年幼时如何代理统治、对邻国Yaxha与Bital发起军事行动并取胜的过程。石碑上她头戴战盔、手持武器,与男性国王几乎无异。铭文以玛雅文字记录她的祖籍(Dos Pilas)、她父亲的姓名、她出嫁的日期、她代理统治期间的战役胜利、捕获的敌方贵族姓名。她是古典玛雅政治史上少数能以本人形象与全名出现在公共纪念碑中央的女性。Naranjo于她去世后继续繁荣,她的儿子被铭文称作他母亲战功的继承者。她代表古典玛雅政治结构中,女性以摄政者与军事领袖身份直接铭刻于历史的稀有但实存的传统。",中世纪早期; 玛雅(中美洲); 政治; 碑铭; 宫廷女性; 婚姻
Shangguan Wan'er's Poems 上官婉儿《彩书怨》及宫廷应制诗,Shangguan Wan'er 上官婉儿,"唐代女官、诗人、皇妃(664-710),陕州陕县人,上官仪孙女。祖父被武则天处死后随母入宫为婢,14岁因聪慧善文被武则天重用,掌宫中制诰多年,有巾帼宰相之名。中宗时封昭容,主持文坛,代朝廷品评天下诗文。710年唐隆政变中与韦后同被诛。《全唐诗》收其诗32首。","Chang'an, Tang China",China 中国,Chang'an (Xi'an) 长安(西安),34.3418,108.94,705,诗歌/政治,"上官婉儿的诗歌可分三类:抒情述怀、应制奉和、出游纪胜。最被称道的抒怀之作《彩书怨》:叶下洞庭初,思君万里余。露浓香被冷,月落锦屏虚。欲奏江南曲,贪封蓟北书。书中无别意,惟怅久离居。诗以闺中思远人的传统题材,展现继承祖父上官体的精致格律与开阔气度,被认为是唐初宫廷诗向盛唐之音过渡的关键诗人之一。她代朝廷品评天下诗文,主导大量诗会与赋诗大赛,主持设立修文馆扩充学士,成为中宗时代实际的文坛领袖。张说为其文集作序称:昭容两朝专美,一日万机。她的诗文不仅是个人创作,更是一种以女性身份参与并塑造帝国文学秩序的文化政治实践。",中世纪早期; 古代中国; 诗歌; 政治
Tang Princess Taiping's Memorials 太平公主奏疏,Princess Taiping 太平公主,"唐代皇室女政治家(约665-713),唐高宗与武则天之幼女,中宗李显与睿宗李旦之妹。在母亲武则天、兄长中宗、睿宗、玄宗几朝间介入政治斗争近三十年,留有奏疏与诗作。713年与玄宗政变失败被赐自尽。","Chang'an, Tang China",China 中国,Chang'an (Xi'an) 长安(西安),34.3422,108.9404,710,政治,"太平公主在母亲武则天时代获封太平公主,在唐隆政变(710)中协助侄子李隆基(后来的玄宗)推翻韦后与安乐公主,被尊为定策功臣。此后数年她以皇姑身份大量参与朝政,推荐宰相、操控人事、控制禁军。她的奏疏与政治文书在《资治通鉴》《旧唐书》等史书中有大量记录。她写过为重要官员请封的奏章、批评内廷过度奢华的劝谏、自辩的表章。她在玄宗即位后与之矛盾日深,713年密谋发动政变失败,被赐自尽于第宅,家族被诛。她代表唐代中期皇室女性参政的极致——既以政治书写直接介入帝国决策,又因此被卷入残酷的权力斗争。她的存在与失败标志着唐代女主政治的转折点,自此皇室女性的公开政治声音被大幅压缩。",中世纪早期; 古代中国; 政治; 宫廷女性; 母性
Empress Genmei's Imperial Edicts 元明天皇敕令,Empress Genmei 元明天皇,"日本奈良时代第43代天皇(661-721),天智天皇之女,日本第四位女天皇。在位期间(707-715)颁布迁都平城京、铸造和同开珎钱币、命太安万侣完成《古事记》的编纂等重要敕令。","Nara, Japan",Japan 日本,Nara 奈良,34.6853,135.8051,712,政治/敕令,"元明天皇在位期间颁布的敕令保存于《续日本纪》,内容涵盖政治、经济、文化的奠基性决定。710年她颁诏迁都平城京(今奈良),建立日本第一座按中国唐都长安模式规划的永久性首都。708年发行和同开珎,是日本最早的官方流通货币。最具文化意义的是,她于711年下令、712年完成《古事记》——日本现存最古老的史书,由稗田阿礼诵咏、太安万侣记录,把日本神话、王朝传说、早期歌谣系统化为国家级文本。她还命人继续编纂《风土记》——各地方的地理风俗志。她以一位女天皇的身份,在飞鸟时代向奈良时代过渡的关键时刻,以法令与典籍编纂奠定日本古代国家与古典文化的基础。她代表东亚古代女性君主以文字与制度直接塑造文明根基的范例。",中世纪早期; 古代日本; 政治; 敕令; 宫廷女性
Lady K'abal Xook's Lintels 24-26 卡巴尔肖克的门楣碑刻,Lady K'abal Xook 卡巴尔·肖克,"公元7-8世纪玛雅Yaxchilan王国王后(约660-720),Itzamnaaj Bahlam三世(盾豹大王)的正妻与姑母。她为Yaxchilan第23号建筑订制了三幅描绘自己参与放血仪式与异象的门楣碑刻——是古典玛雅艺术中极少数以女性为中心人物的纪念碑铭,以图像与铭文记录女王自身的宗教权威。","Yaxchilan, Maya kingdom",Maya 玛雅(墨西哥),Yaxchilan 雅斯奇兰,16.8997,-91.0419,725,碑铭/宗教仪式,"Yaxchilan第23号建筑的三幅石灰岩门楣碑刻(Lintels 24、25、26)是古典玛雅最著名的女性主题艺术品,现藏大英博物馆。Lintel 24(709年10月28日,日期由铭文给出)描绘王后将一根带刺绳穿过自己的舌头,鲜血滴入篮中的纸条上;盾豹大王在她身旁手持火把照明。Lintel 25则是放血后她所见的异象:从血血草纸燃烧的烟雾中升起的Vision Serpent(异象蛇),从蛇口中走出已逝祖先的武装战士形象——王后正与王朝的开国者沟通,为合法性背书。Lintel 26描绘她为出征的丈夫戴上美洲豹头盔。这组铭文的玛雅文字详细记录日期、仪式名称、参与者姓名,使现代玛雅学者得以重建古典玛雅王后在放血仪式中的核心宗教角色。Lady Xook的铭文是中美洲女性参与神圣公共记忆的最早完整实例之一。",中世纪早期; 玛雅(中美洲); 宗教; 碑铭; 宫廷女性; 婚姻
Otomo no Sakanoue's Poems 大伴坂上郎女和歌,Otomo no Sakanoue no Iratsume 大伴坂上郎女,"日本奈良时代女歌人(约700-750),大伴旅人之妹,大伴家持之姑母与岳母。《万叶集》收其作品多达84首,是该集中署名女性作品最多的歌人。代表奈良时期女性贵族在歌坛的核心位置。","Nara, Japan",Japan 日本,Nara 奈良,34.6851,135.8049,740,和歌,"坂上郎女的84首和歌构成《万叶集》中女性诗歌的最大份额。她的题材广泛:对远在筑紫的兄长大伴旅人的思念、对女儿与外甥(也是女婿)大伴家持的训诲、对亡夫的悼念、宴饮酬唱、季节风物、神祇祈祷。她也撰写正式的祝词(norito)与祖先祭祀歌。诗风稳重而富有感情张力,体现奈良时代女性贵族同时承担家族领袖、诗歌教师与情感记录者三重角色。她可以说在外甥兼养子大伴家持(《万叶集》编纂的主要参与者)身上的影响至深,《万叶集》中大量歌作经由她传承。她是奈良时期女性公开以歌人身份介入宫廷与家族文化生产的最完整范例。",中世纪早期; 古代日本; 和歌; 哀悼
Andal's Tiruppavai 安达尔《Tiruppavai》,Andal 安达尔,"公元8世纪南印度泰米尔女诗人圣徒(约fl.730),Alvar十二圣徒之一(也是唯一的女性Alvar)。生于Srivilliputtur,养父Periyalvar也是Alvar之一。被尊为毗湿奴的化身或新娘,留下两部主要泰米尔语诗作《Tiruppavai》与《Nachiyar Tirumozhi》。","Srivilliputtur, Tamil Nadu",Pallava/Chola India 帕拉瓦/朱罗(印度),Srivilliputtur 斯里维利普图尔,9.5118,77.6347,760,诗歌/宗教,"《Tiruppavai》共30首泰米尔语诗节,设定在马尔加西月(12月-1月)Pavai节期间一群少女集体斋戒、清晨叫醒同伴去河边沐浴、祈祷以求理想新郎的场景——而真正的新郎是奎师那(Krishna,毗湿奴的化身)。诗篇以集体献身于神的少女声音展开,被视为南印度毗湿奴Bhakti(虔信)运动最重要的诗作之一,至今仍是泰米尔纳德邦每年Margazhi月每日清晨诵读的经典。安达尔的另一作品《Nachiyar Tirumozhi》(《女主的圣言》)更进一步,以肉感而坦率的女性视角描写她对奎师那的渴望——身体的、情欲的、迫切的。传说她16岁拒绝凡间婚姻,在Srirangam湿婆神庙前被毗湿奴神像吸入,化为神圣婚姻。她是印度教Bhakti运动中最重要的女性诗人,也是世界宗教文学中以情欲化语言表达对神的渴望的奠基者之一。",中世纪早期; 古印度; 诗歌; 宗教; 婚姻; 爱情
Rabia al-Adawiyya's Sufi Poems 拉比尔·阿达维亚苏菲诗集,Rabia al-Adawiyya رابعة العدوية,"公元8世纪伊拉克巴士拉伊斯兰女神秘主义者(约716-801),曾为奴,后获自由,毕生未婚。早期苏菲传统中最重要的女性人物之一,提出无所求的纯粹之爱(divine love without fear of hell or hope of paradise)的核心理念,深远影响阿塔尔、鲁米等后世苏菲诗人。","Basra, Iraq",Abbasid Caliphate 阿拔斯哈里发国,Basra 巴士拉,30.5081,47.7804,780,诗歌/神秘主义,"拉比尔本人未必留下成体系的著作,后世苏菲传记如阿塔尔的《圣人列传》记录了归于她名下的对话、诗篇与轶事。她最著名的诗句是:主啊,如果我因怕地狱而崇拜你,请将我焚于地狱;如果我因望天堂而崇拜你,请将我拒于天堂之外;但若我因你本身而崇拜你,请别向我隐藏你永恒之美。一日她手持火把与水罐走在巴士拉街头,被问起因,她答:我要用火烧毁天堂、用水浇灭地狱,好让人们爱真主只为真主本身。她将神秘主义的无私之爱(maḥabba)推向极致,被誉为伊斯兰神秘主义女性传统的奠基者。她的口头遗言与诗篇通过阿塔尔、鲁米等人传到整个伊斯兰世界,影响延续千年。",中世纪早期; 阿拉伯; 诗歌; 神秘主义; 哲学对话
Xue Tao's Letterhead Poems 薛涛诗,Xue Tao 薛涛,"唐代著名女诗人(约768-832),长安人,后随父亲流寓蜀地。父亲死后家贫,入乐籍为歌妓,后被节度使韦皋赏识,任校书。与白居易、元稹、刘禹锡、杜牧等名士酬唱,留下五百余首诗(现存九十余首)。自制薛涛笺名扬天下。","Chengdu, Tang China",China 中国,Chengdu 成都,30.5728,104.0668,820,诗歌,"薛涛一生写诗约五百首,现存九十余首,涵盖送别、酬唱、咏物、闺怨、政论。代表作《送友人》、《筹边楼》、《柳絮》、《十离诗》(模拟一位被遣弃的爱人的十种处境)。她与元稹的恋情留下大量唱和诗,与韦皋幕府中众多文官的交往使她成为唐代诗坛少有的能与男性大诗人平等对话的女诗人。她在成都浣花溪畔设计制作的薛涛笺——以芙蓉花瓣浸染的红色信笺——成为唐代最负盛名的文房用品,与她的诗才一同传遍长安。她代表唐代中期女性如何借助才情、艺妓身份(在唐代具有相对开放的社交空间)、与名士交游,确立自己在男性主导诗坛中的位置。",中世纪早期; 古代中国; 诗歌; 哲学对话
Liu Cailing's Tang Poems 刘采春《啰唝曲》,Liu Caichun 刘采春,"唐代女歌妓与诗人(约fl.815-835),浙江越州人。元稹任浙东观察使时被她吸引,在《赠刘采春》中赞她唱《啰唝曲》。她留下《啰唝曲》六首,是唐代少数歌妓-诗人传世作品的代表。","Yuezhou (Shaoxing), Tang China",China 中国,Yuezhou (Shaoxing) 越州(绍兴),30.0023,120.581,825,诗歌/民谣,"《啰唝曲》是唐代流行于江浙地区的民歌,刘采春以歌妓身份演唱并创作六首,被《全唐诗》收录。诗以五言短歌体写就,从离家在外的水手之妻视角,描绘思念远行丈夫的日常:不喜秦淮水,生憎江上船。载儿夫婿去,经岁又经年。这种以民歌形式表达普通妇女命运的写作,在唐代正统诗坛多被忽视,但元稹听了她的演唱后被深深打动,留下《赠刘采春》:更有恼人肠断处,选词能唱望夫歌。她代表唐代中后期江南地区女性如何以民间歌妓-诗人的复合身份,把社会下层女性的真实生活带入到精英诗坛的关注。她的诗与同时代薛涛、鱼玄机一同构成唐代女诗人传统的多层次声音——从蜀地诗妓、京城道姑到江南歌妓,展示唐代女性书写场域的丰富。",中世纪早期; 古代中国; 诗歌; 民谣; 婚姻
